37.32.32.0,37.32.35.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
37.32.36.0,37.32.39.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
37.32.40.0,37.32.40.255,256,26/07/26,Toloe Rayaneh Loghman Educational and Cultural Co. LTD
37.32.112.0,37.32.127.255,4096,03/01/12,Rayaneh Pardazan Baran Co. Ltd.
37.44.56.0,37.44.63.255,2048,26/07/26,Rightel Communication Service Company PJS
37.63.128.0,37.63.255.255,32768,23/01/12,Mobile Communication Company of Iran PLC
37.75.243.0,37.75.243.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
37.75.244.0,37.75.247.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
37.98.0.0,37.98.127.255,32768,06/02/12,Mobile Communication Company of Iran PLC
37.114.192.0,37.114.255.255,16384,10/02/12,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
37.129.0.0,37.129.255.255,65536,20/02/12,Mobile Communication Company of Iran PLC
37.130.200.0,37.130.203.255,1024,26/07/26,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
37.137.0.0,37.137.255.255,65536,22/02/12,"Rightel Communication Service Company PJS"
37.148.0.0,37.148.127.255,32768,02/03/12,Aria Shatel Company Ltd
37.152.160.0,37.152.175.255,4096,12/03/12,Rahanet Zanjan Co. (Private Joint-Stock)
37.152.176.0,37.152.191.255,4096,12/03/12,Noyan Abr Arvan Co. ( Private Joint Stock)
37.153.128.0,37.153.131.255,1024,26/07/26,Iran Telecommunication Company PJS
37.153.176.0,37.153.191.255,4096,13/03/12,"Rightel Communication Service Company PJS"
37.156.8.0,37.156.15.255,2048,26/07/26,Asiatech Data Transmission company
37.156.16.0,37.156.31.255,4096,13/03/12,Mobin Net Communication Company (Private Joint Stock)
37.156.48.0,37.156.63.255,4096,13/03/12,"Rightel Communication Service Company PJS"
37.156.100.0,37.156.103.255,1024,26/07/26,Iran Telecommunication Company PJS
37.156.112.0,37.156.127.255,4096,13/03/12,Iran Telecommunication Company PJS
37.156.128.0,37.156.143.255,4096,13/03/12,Iran Telecommunication Company PJS
37.156.144.0,37.156.147.255,1024,26/07/26,Asiatech Data Transmission company
37.156.152.0,37.156.159.255,2048,26/07/26,Rightel Communication Service Company PJS
37.156.160.0,37.156.167.255,2048,26/07/26,Iran Telecommunication Company PJS
37.156.176.0,37.156.179.255,1024,26/07/26,Iran Telecommunication Company PJS
37.156.212.0,37.156.215.255,1024,26/07/26,Iran Telecommunication Company PJS
37.156.232.0,37.156.239.255,2048,26/07/26,Iran Telecommunication Company PJS
37.156.240.0,37.156.243.255,1024,26/07/26,Iran Telecommunication Company PJS
37.191.64.0,37.191.95.255,8192,21/03/12,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
37.202.128.0,37.202.255.255,32768,23/03/12,Aria Shatel Company Ltd
37.221.0.0,37.221.63.255,16384,05/04/12,Farabord Dadeh Haye Iranian Co.
37.228.136.0,37.228.139.255,1024,26/07/26,Parsan Lin Co. PJS
37.235.16.0,37.235.31.255,4096,16/04/12,Farabord Dadeh Haye Iranian Co.
37.254.0.0,37.255.255.255,131072,19/04/12,Iran Telecommunication Company PJS
45.9.144.0,45.9.147.255,1024,26/07/26,Pooya Parto Qeshm Cooperative Company
45.9.252.0,45.9.253.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
45.9.254.0,45.9.254.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
45.11.187.0,45.11.187.255,256,26/07/26,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
45.82.136.0,45.82.139.255,1024,26/07/26,AbrArvan CDN and IaaS
45.83.12.0,45.83.15.255,1024,26/07/26,Mobin Net Communication Company (Private Joint Stock)
45.86.4.0,45.86.4.255,256,26/07/26,Pooya Parto Qeshm Cooperative Company
45.86.6.0,45.86.7.255,512,26/07/26,Pooya Parto Qeshm Cooperative Company
45.87.4.0,45.87.5.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
45.87.6.0,45.87.7.255,512,26/07/26,Asiatech Data Transmission company
45.95.88.0,45.95.91.255,1024,26/07/26,Mobin Net Communication Company (Private Joint Stock)
45.128.140.0,45.128.143.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
45.139.10.0,45.139.11.255,512,26/07/26,Vandad Vira Hooman LLC
45.140.224.0,45.140.227.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
45.140.228.0,45.140.231.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
45.142.188.0,45.142.188.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
45.142.190.0,45.142.191.255,512,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
45.143.252.0,45.143.255.255,1024,26/07/26,Mobin Net Communication Company (Private Joint Stock)
45.144.124.0,45.144.127.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
45.148.248.0,45.148.251.255,1024,26/07/26,Pooya Parto Qeshm Cooperative Company
45.149.76.0,45.149.79.255,1024,26/07/26,Vandad Vira Hooman LLC
45.155.192.0,45.155.195.255,1024,26/07/26,Hesabgar Pardaz Gharb PJSC
45.156.180.0,45.156.183.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
45.156.192.0,45.156.195.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
45.159.149.0,45.159.149.255,256,26/07/26,Vandad Vira Hooman LLC
45.159.150.0,45.159.150.255,256,26/07/26,Vandad Vira Hooman LLC
45.248.164.0,45.248.167.255,1024,26/07/26,Mobin Net Communication Company (Private Joint Stock)
46.21.80.0,46.21.95.255,4096,03/11/10,ANDISHE SABZ KHAZAR CO. P.J.S.
46.28.72.0,46.28.75.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
46.28.76.0,46.28.77.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
46.28.79.0,46.28.79.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
46.29.34.0,46.29.34.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
46.32.0.0,46.32.31.255,8192,11/08/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.34.96.0,46.34.127.255,8192,21/09/10,Mellat Insurance Public Joint Stock Company
46.34.160.0,46.34.161.255,512,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
46.34.162.0,46.34.162.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
46.34.164.0,46.34.167.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.34.168.0,46.34.175.255,2048,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.34.176.0,46.34.191.255,4096,23/09/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.36.96.0,46.36.111.255,4096,26/10/10,"Pirooz Leen" LLC
46.38.128.0,46.38.159.255,8192,25/11/10,Farhang Azma Communications Company LTD
46.41.192.0,46.41.255.255,16384,27/07/10,Pars Online PJS
46.51.0.0,46.51.127.255,32768,27/07/10,Mobile Communication Company of Iran PLC
46.100.0.0,46.100.255.255,65536,24/06/10,Iran Telecommunication Company PJS
46.102.120.0,46.102.127.255,2048,26/07/26,Iran Telecommunication Company PJS
46.102.128.0,46.102.143.255,4096,25/06/10,Afranet
46.102.184.0,46.102.187.255,1024,26/07/26,Iran Telecommunication Company PJS
46.143.0.0,46.143.127.255,32768,25/11/10,Asiatech Data Transmission company
46.143.192.0,46.143.255.255,16384,25/11/10,MIHAN COMMUNICATION SYSTEMS CO.,LTD
46.148.32.0,46.148.47.255,4096,03/11/10,
46.164.64.0,46.164.127.255,16384,08/12/10,Mobile Communication Company of Iran PLC
46.167.128.0,46.167.159.255,8192,04/03/11,Rayaneh Danesh Golestan Complex P.J.S. Co.
46.182.32.0,46.182.39.255,2048,26/07/26,Iran Telecommunication Company PJS
46.209.0.0,46.209.255.255,65536,02/12/10,Respina Networks & Beyond PJSC
46.224.0.0,46.225.255.255,131072,31/12/10,Rayaneh Danesh Golestan Complex P.J.S. Co.
46.235.76.0,46.235.77.255,512,26/07/26,Iran Telecommunication Company PJS
46.245.0.0,46.245.63.255,16384,31/12/10,Hamara System Tabriz Engineering Company
46.245.64.0,46.245.127.255,16384,31/12/10,Asiatech Data Transmission company
46.248.32.0,46.248.63.255,8192,17/12/10,Iran Telecommunication Company PJS
62.3.41.0,62.3.41.255,256,26/07/26,Vandad Vira Hooman LLC
62.60.128.0,62.60.255.255,32768,13/06/01,Iranian Research Organization for Science & Technology
62.102.128.0,62.102.143.255,4096,10/03/11,Mobile Communication Company of Iran PLC
62.106.95.0,62.106.95.255,256,26/07/26,Vandad Vira Hooman LLC
62.193.0.0,62.193.31.255,8192,17/07/00,DP IRAN PLC
62.220.96.0,62.220.127.255,8192,25/10/01,Soroush Rasanheh Company Ltd
66.79.96.0,66.79.127.255,8192,25/06/08,Iran Telecommunication Company PJS
69.194.64.0,69.194.127.255,16384,13/05/09,Mobile Communication Company of Iran PLC
77.36.128.0,77.36.255.255,32768,12/03/07,IRIB (Islamic Republic of Iran Broadcasting)
77.77.64.0,77.77.127.255,16384,21/02/07,Rayaneh Danesh Golestan Complex P.J.S. Co.
77.81.32.0,77.81.47.255,4096,15/02/07,Iran Telecommunication Company PJS
77.81.128.0,77.81.135.255,2048,26/07/26,Iran Telecommunication Company PJS
77.81.144.0,77.81.159.255,4096,15/02/07,Iran Telecommunication Company PJS
77.81.192.0,77.81.223.255,8192,15/02/07,"Rightel Communication Service Company PJS"
77.95.219.0,77.95.219.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
77.104.64.0,77.104.127.255,16384,07/10/08,Respina Networks & Beyond PJSC
77.237.64.0,77.237.95.255,8192,01/02/07,Respina Networks & Beyond PJSC
77.237.160.0,77.237.191.255,8192,06/02/07,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
77.238.104.0,77.238.111.255,2048,26/07/26,Asiatech Data Transmission company
77.238.112.0,77.238.119.255,2048,26/07/26,Iran Telecommunication Company PJS
77.238.120.0,77.238.123.255,1024,26/07/26,Asiatech Data Transmission company
77.238.124.0,77.238.127.255,1024,26/07/26,Iran Telecommunication Company PJS
77.245.224.0,77.245.239.255,4096,07/05/07,Research Institute Of Petroleum Industry
78.38.0.0,78.39.255.255,131072,19/03/07,Information Technology Company (ITC)
78.109.192.0,78.109.207.255,4096,17/07/07,Afranet
78.110.112.0,78.110.119.255,2048,26/07/26,Asre Dadeha Asiatech
78.110.120.0,78.110.123.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
78.110.124.0,78.110.127.255,1024,26/07/26,Asiatech Data Transmission company
78.111.8.0,78.111.15.255,2048,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
78.154.32.0,78.154.63.255,8192,17/07/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
78.157.32.0,78.157.63.255,8192,28/08/07,Dade Samane Fanava Company (PJS)
78.158.160.0,78.158.191.255,8192,06/09/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.127.0.0,79.127.127.255,32768,17/09/07,Asiatech Data Transmission company
79.132.200.0,79.132.203.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.132.204.0,79.132.207.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.132.208.0,79.132.223.255,4096,02/10/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.174.160.0,79.174.167.255,2048,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.175.128.0,79.175.191.255,16384,12/11/07,Afranet
80.66.176.0,80.66.191.255,4096,09/06/04,University of Tehran
80.71.112.0,80.71.127.255,4096,18/01/05,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
80.71.149.0,80.71.149.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
80.75.0.0,80.75.15.255,4096,19/06/01,Afranet
80.94.80.0,80.94.81.255,512,26/07/26,Mobin Net Communication Company (Private Joint Stock)
80.191.0.0,80.191.255.255,65536,23/07/02,Information Technology Company (ITC)
80.210.0.0,80.210.63.255,16384,12/12/01,Iran Telecommunication Company PJS
80.210.128.0,80.210.255.255,32768,12/12/01,Iran Telecommunication Company PJS
80.242.0.0,80.242.15.255,4096,27/04/09,Mobile Communication Company of Iran PLC
80.244.7.0,80.244.7.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
80.249.112.0,80.249.113.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
80.249.114.0,80.249.114.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
80.250.192.0,80.250.207.255,4096,27/08/12,Iran Telecommunication Company PJS
80.253.128.0,80.253.143.255,4096,13/12/01,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
80.253.144.0,80.253.159.255,4096,28/05/02,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
81.12.0.0,81.12.127.255,32768,27/05/02,Soroush Rasanheh Company Ltd
81.16.112.0,81.16.127.255,4096,21/01/04,Iran Telecommunication Company PJS
81.28.32.0,81.28.47.255,4096,17/04/02,IsIran
81.28.48.0,81.28.63.255,4096,22/12/04,IsIran
81.29.240.0,81.29.255.255,4096,17/06/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
81.30.108.0,81.30.108.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
81.31.160.0,81.31.175.255,4096,03/06/02,Sharif University Of Technology
81.31.176.0,81.31.191.255,4096,08/12/03,Sharif University Of Technology
81.31.224.0,81.31.255.255,8192,29/08/11,Chapar Rasaneh LLC
81.90.144.0,81.90.159.255,4096,04/01/06,Afranet
81.91.128.0,81.91.143.255,4096,18/07/02,Datak Company LLC
81.91.144.0,81.91.159.255,4096,26/09/02,Farabord Dadeh Haye Iranian Co.
82.99.192.0,82.99.255.255,16384,12/12/03,Pars Online PJS
82.180.192.0,82.180.255.255,16384,09/10/03,Mobile Communication Company of Iran PLC
83.120.0.0,83.123.255.255,262144,06/01/04,Mobile Communication Company of Iran PLC
83.147.192.0,83.147.255.255,16384,14/06/07,Raya Sepehr Vira Data Processing Company Ltd.
84.47.192.0,84.47.223.255,8192,15/10/04,Iran Telecommunication Company PJS
84.47.224.0,84.47.231.255,2048,26/07/26,Sefroyek Pardaz Engineering PJSC
84.47.236.0,84.47.236.255,256,26/07/26,Iran Telecommunication Company PJS
84.47.238.0,84.47.239.255,512,26/07/26,Iran Telecommunication Company PJS
84.47.240.0,84.47.255.255,4096,15/10/04,Iran Telecommunication Company PJS
84.241.0.0,84.241.63.255,16384,10/06/04,Aria Shatel Company Ltd
85.9.64.0,85.9.127.255,16384,11/02/05,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
85.15.0.0,85.15.63.255,16384,19/04/05,Aria Shatel Company Ltd
85.133.128.0,85.133.255.255,32768,06/12/05,Sepanta Communication Development Co. Ltd
85.185.0.0,85.185.255.255,65536,25/11/04,Information Technology Company (ITC)
85.198.8.0,85.198.15.255,2048,26/07/26,Asre Dadeha Asiatech
85.198.16.0,85.198.17.255,512,26/07/26,Asre Dadeha Asiatech
85.198.19.0,85.198.19.255,256,26/07/26,Asre Dadeha Asiatech
85.198.20.0,85.198.23.255,1024,26/07/26,Asre Dadeha Asiatech
85.198.24.0,85.198.27.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
85.198.28.0,85.198.31.255,1024,26/07/26,Asiatech Data Transmission company
85.198.48.0,85.198.63.255,4096,31/01/05,Sefroyek Pardaz Engineering PJSC
85.204.30.0,85.204.31.255,512,26/07/26,NGSAS NedaGostarSaba
85.204.76.0,85.204.77.255,512,26/07/26,NGSAS NedaGostarSaba
85.204.80.0,85.204.95.255,4096,13/01/05,Iran Telecommunication Company PJS
85.204.104.0,85.204.105.255,512,26/07/26,NGSAS NedaGostarSaba
85.204.128.0,85.204.131.255,1024,26/07/26,Iran Telecommunication Company PJS
85.204.208.0,85.204.223.255,4096,13/01/05,Iran Telecommunication Company PJS
85.239.192.0,85.239.223.255,8192,21/06/05,Mobile Communication Company of Iran PLC
86.55.0.0,86.55.255.255,65536,13/05/05,Mobile Communication Company of Iran PLC
86.57.0.0,86.57.127.255,32768,08/01/10,Sefroyek Pardaz Engineering PJSC
86.104.32.0,86.104.47.255,4096,18/04/05,Afranet
86.104.80.0,86.104.95.255,4096,18/04/05,Iran Telecommunication Company PJS
86.104.96.0,86.104.111.255,4096,18/04/05,Iran Telecommunication Company PJS
86.104.232.0,86.104.239.255,2048,26/07/26,NGSAS NedaGostarSaba
86.104.240.0,86.104.247.255,2048,26/07/26,Iran Telecommunication Company PJS
86.105.40.0,86.105.47.255,2048,26/07/26,Iran Telecommunication Company PJS
86.105.128.0,86.105.143.255,4096,18/04/05,Iran Telecommunication Company PJS
86.106.192.0,86.106.199.255,2048,26/07/26,Iran Telecommunication Company PJS
86.107.0.0,86.107.15.255,4096,18/04/05,Mobile Communication Company of Iran PLC
86.107.80.0,86.107.95.255,4096,18/04/05,Iran Telecommunication Company PJS
86.107.144.0,86.107.159.255,4096,18/04/05,Iran Telecommunication Company PJS
86.107.172.0,86.107.175.255,1024,26/07/26,Iran Telecommunication Company PJS
86.107.208.0,86.107.223.255,4096,18/04/05,Mobile Communication Company of Iran PLC
86.109.32.0,86.109.63.255,8192,05/07/05,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
87.107.0.0,87.107.255.255,65536,22/08/05,Soroush Rasanheh Company Ltd
87.236.39.0,87.236.39.255,256,26/07/26,Aria Shatel PJSC
87.247.179.0,87.247.179.255,256,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
87.247.180.0,87.247.181.255,512,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
87.247.182.0,87.247.183.255,512,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
87.248.128.0,87.248.159.255,8192,26/08/08,TOSE'EH ERTEBATAT NOVIN ARIA CO PJS
87.251.128.0,87.251.159.255,8192,13/09/05,Iran Telecommunication Company PJS
88.135.36.0,88.135.39.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
88.135.72.0,88.135.72.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
89.32.0.0,89.32.31.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.32.96.0,89.32.111.255,4096,29/11/05,"Rightel Communication Service Company PJS"
89.32.196.0,89.32.197.255,512,26/07/26,NGSAS NedaGostarSaba
89.33.18.0,89.33.19.255,512,26/07/26,NGSAS NedaGostarSaba
89.33.100.0,89.33.103.255,1024,26/07/26,Iran Telecommunication Company PJS
89.33.204.0,89.33.205.255,512,26/07/26,NGSAS NedaGostarSaba
89.33.234.0,89.33.235.255,512,26/07/26,NGSAS NedaGostarSaba
89.33.240.0,89.33.241.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.20.0,89.34.21.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.32.0,89.34.63.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.34.88.0,89.34.89.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.94.0,89.34.95.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.128.0,89.34.159.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.34.168.0,89.34.169.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.176.0,89.34.177.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.200.0,89.34.201.255,512,26/07/26,NGSAS NedaGostarSaba
89.34.248.0,89.34.255.255,2048,26/07/26,Iran Telecommunication Company PJS
89.35.58.0,89.35.59.255,512,26/07/26,NGSAS NedaGostarSaba
89.35.132.0,89.35.133.255,512,26/07/26,NGSAS NedaGostarSaba
89.35.156.0,89.35.157.255,512,26/07/26,NGSAS NedaGostarSaba
89.35.176.0,89.35.177.255,512,26/07/26,NGSAS NedaGostarSaba
89.35.194.0,89.35.195.255,512,26/07/26,NGSAS NedaGostarSaba
89.36.16.0,89.36.17.255,512,26/07/26,NGSAS NedaGostarSaba
89.36.48.0,89.36.63.255,4096,29/11/05,Iran Telecommunication Company PJS
89.36.96.0,89.36.111.255,4096,29/11/05,Iran Telecommunication Company PJS
89.36.176.0,89.36.191.255,4096,29/11/05,Iran Telecommunication Company PJS
89.36.194.0,89.36.195.255,512,26/07/26,NGSAS NedaGostarSaba
89.36.226.0,89.36.227.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.0.0,89.37.15.255,4096,29/11/05,Mobin Net Communication Company (Private Joint Stock)
89.37.30.0,89.37.31.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.42.0,89.37.43.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.102.0,89.37.103.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.144.0,89.37.151.255,2048,26/07/26,Iran Telecommunication Company PJS
89.37.152.0,89.37.155.255,1024,26/07/26,Iran Telecommunication Company PJS
89.37.168.0,89.37.171.255,1024,26/07/26,Iran Telecommunication Company PJS
89.37.198.0,89.37.199.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.208.0,89.37.211.255,1024,26/07/26,Iran Telecommunication Company PJS
89.37.218.0,89.37.219.255,512,26/07/26,NGSAS NedaGostarSaba
89.37.240.0,89.37.255.255,4096,29/11/05,Iran Telecommunication Company PJS
89.38.24.0,89.38.25.255,512,26/07/26,NGSAS NedaGostarSaba
89.38.80.0,89.38.95.255,4096,29/11/05,Iran Telecommunication Company PJS
